"Issue Type","Summary","Test Case ID","Module","Feature","Priority","Severity","Preconditions","Test Steps","Test Data","Expected Result","Actual Result","Status","Labels"
"Test","TC-CHK-015 - TRANSFER payos-fail","TC-CHK-015","Checkout","TRANSFER payos-fail","High","High","PayOS lỗi khi tạo link","POST /create-invoice TRANSFER","—","⚠️Lưu ý: invoice đã COMMIT rồi mới tạo link → nếu link fail ném 400 nhưng invoice UNPAID vẫn tồn tại. Kiểm tra tính nhất quán, ghi nhận","","","Checkout"
"Test","TC-CHK-016 - Concurrency","TC-CHK-016","Checkout","Concurrency","High","Critical","1 bàn","2 request create-invoice **đồng thời**","song song","lockTable (FOR UPDATE) → chỉ 1 tạo được hóa đơn; cái kia thấy bàn đã đổi trạng thái","","","Checkout"
"Test","TC-CHK-017 - Rollback","TC-CHK-017","Checkout","Rollback","Medium","High","Lỗi giữa transaction","mô phỏng","—","ROLLBACK: không tạo invoice/không trừ cọc/không mark voucher","","","Checkout"
"Test","TC-CHK-018 - Voucher double-spend","TC-CHK-018","Checkout","Voucher double-spend","High","Critical","Cùng voucher, 2 bàn","Áp + thanh toán đồng thời","—","Voucher chỉ dùng 1 lần (markCustomerVoucherUsed + trạng thái)","","","Checkout"
"Test","TC-CHK-019 - Validate voucher/redeem-code","TC-CHK-019","Checkout","Validate voucher/redeem-code","High","Critical","Voucher redeem_code hợp lệ, khách sở hữu","POST /validate-voucher","`{code:""K7P2QX9M"",orderTotal}`","200, discountAmount đúng; lưu Redis table_voucher","","","Checkout"
"Test","TC-CHK-020 - Validate/QR-format","TC-CHK-020","Checkout","Validate/QR-format","High","High","code dạng `12-WELCOME50`","POST /validate-voucher","như bên","Parse customerId=12, code=WELCOME50; validate","","","Checkout"
"Test","TC-CHK-021 - Validate/manual-ref","TC-CHK-021","Checkout","Validate/manual-ref","Medium","Medium","Nhập tay SĐT khách","POST /validate-voucher customerRef","`{code,customerRef:""09xx""}`","resolveCustomerRef theo SĐT/ID; áp voucher của khách đó","","","Checkout"
"Test","TC-CHK-022 - Validate/invalid-code","TC-CHK-022","Checkout","Validate/invalid-code","High","High","code sai","POST /validate-voucher","`code:""XXXX""`","400 ""Mã voucher không hợp lệ hoặc đã được sử dụng""","","","Checkout"
"Test","TC-CHK-023 - Validate/no-customer","TC-CHK-023","Checkout","Validate/no-customer","High","High","Không xác định được khách","POST /validate-voucher","code template không kèm khách","400 ""Vui lòng quét QR khách hàng sở hữu voucher...""","","","Checkout"
"Test","TC-CHK-024 - Validate/not-owned","TC-CHK-024","Checkout","Validate/not-owned","High","High","Khách không sở hữu voucher","POST /validate-voucher","mismatch","400 ""Khách không sở hữu voucher này hoặc voucher đã được sử dụng""","","","Checkout"
"Test","TC-CHK-025 - Voucher/min-order","TC-CHK-025","Checkout","Voucher/min-order","High","High","min_order_amount 200k, orderTotal 150k","POST /validate-voucher","như bên","400 ""Đơn hàng tối thiểu để áp dụng là 200.000đ""","","","Checkout"
"Test","TC-CHK-026 - Voucher/min-order boundary","TC-CHK-026","Checkout","Voucher/min-order boundary","Medium","Medium","min 200k, orderTotal đúng 200k","POST /validate-voucher","200000","200 (điều kiện `>` nên bằng vẫn áp được)","","","Checkout"
"Test","TC-CHK-027 - Voucher/percent-cap","TC-CHK-027","Checkout","Voucher/percent-cap","High","High","percent 50%, max_discount 100k, total 500k","POST /validate-voucher","như bên","discountAmount = min(250k, 100k) = 100k (cap)","","","Checkout"
"Test","TC-CHK-028 - Voucher/fixed","TC-CHK-028","Checkout","Voucher/fixed","Medium","Medium","fixed 50k","POST /validate-voucher","như bên","discountAmount = 50k","","","Checkout"
"Test","TC-CHK-029 - Voucher/expired","TC-CHK-029","Checkout","Voucher/expired","High","High","Voucher hết hạn","POST /validate-voucher","expired","400 ""không có hiệu lực hoặc đã hết hạn""","","","Checkout"
"Test","TC-CHK-030 - Voucher/customer-not-found","TC-CHK-030","Checkout","Voucher/customer-not-found","Medium","Medium","customerRef không tồn tại","POST /validate-voucher","ref lạ","404 ""Không tìm thấy khách hàng với ID hoặc SĐT này""","","","Checkout"
"Test","TC-CHK-031 - Scan QR member","TC-CHK-031","Checkout","Scan QR member","High","High","Token QRS-... type MEMBER","POST /scan","`{tableId,token}`","200 type MEMBER, gán khách vào bàn (tích điểm sau)","","","Checkout"
"Test","TC-CHK-032 - Scan QR voucher","TC-CHK-032","Checkout","Scan QR voucher","High","High","Token QRS-... type VOUCHER","POST /scan","như bên","200 type VOUCHER, áp voucher + trả newTotal","","","Checkout"
"Test","TC-CHK-033 - Scan QR/one-time","TC-CHK-033","Checkout","Scan QR/one-time","High","High","Token đã quét","POST /scan lại","reuse","404 ""Mã QR không hợp lệ hoặc đã hết hạn"" (resolveScanToken xóa sau dùng)","","","Checkout"
"Test","TC-CHK-034 - Scan QR/permission","TC-CHK-034","Checkout","Scan QR/permission","High","High","KITCHEN (không staffUp)","POST /scan","Bearer","403","","","Checkout"
"Test","TC-CHK-035 - Void item","TC-CHK-035","Checkout","Void item","High","Critical","CASHIER, món chưa void, đơn mở","POST /items/:id/void","`{reason_code:""WRONG_ORDER""}`","200 billing_status VOIDED, ghi người void","","","Checkout"
"Test","TC-CHK-036 - Void/threshold","TC-CHK-036","Checkout","Void/threshold","High","Critical","Món giá ≥ void_pin_threshold, user không phải manager","POST /items/:id/void","như bên","400 ""Void giá trị ≥ ...đ cần quản lý thực hiện""","","","Checkout"
"Test","TC-CHK-037 - Void/threshold-manager","TC-CHK-037","Checkout","Void/threshold-manager","High","High","Cùng trên nhưng BRANCH_MANAGER","POST /items/:id/void","manager","200 void được","","","Checkout"
"Test","TC-CHK-038 - Void/already","TC-CHK-038","Checkout","Void/already","Medium","Medium","Món đã VOIDED","POST /items/:id/void","—","400 ""Món đã được void trước đó""","","","Checkout"
"Test","TC-CHK-039 - Void/closed-order","TC-CHK-039","Checkout","Void/closed-order","High","High","Đơn COMPLETED","POST /items/:id/void","—","400 ""Đơn đã đóng...dùng quy trình hoàn tiền""","","","Checkout"
"Test","TC-CHK-040 - Void/validation","TC-CHK-040","Checkout","Void/validation","Medium","Medium","CASHIER","reason_code sai enum","invalid","400","","","Checkout"
"Test","TC-CHK-041 - Void/note-max","TC-CHK-041","Checkout","Void/note-max","Low","Low","CASHIER","note > 500 ký tự","dài","400 (max 500)","","","Checkout"
"Test","TC-CHK-042 - Void/scope","TC-CHK-042","Checkout","Void/scope","High","Critical","CASHIER chi nhánh A void món đơn B","POST /items/:id/void","B item","404 (lockOrderItemForVoid lọc company/branch)","","","Checkout"
"Test","TC-CHK-043 - Void/concurrency","TC-CHK-043","Checkout","Void/concurrency","High","High","2 request void cùng món","đồng thời","—","lockOrderItemForVoid (FOR UPDATE) → 1 thành công, 1 báo đã void","","","Checkout"
"Test","TC-CHK-044 - Discount item","TC-CHK-044","Checkout","Discount item","High","High","CASHIER, món chưa void","POST /items/:id/discount","`{discount_percent:20}`","200, discounted_amount đúng","","","Checkout"
"Test","TC-CHK-045 - Discount/boundary","TC-CHK-045","Checkout","Discount/boundary","Medium","Medium","CASHIER","discount_percent 0 / 100","biên","200 (min0/max100)","","","Checkout"
"Test","TC-CHK-046 - Discount/boundary","TC-CHK-046","Checkout","Discount/boundary","Medium","Medium","CASHIER","discount_percent 101 / -1","ngoài biên","400 ""Giảm giá 0-100%""","","","Checkout"
"Test","TC-CHK-047 - Discount/voided","TC-CHK-047","Checkout","Discount/voided","Medium","Medium","Món đã VOIDED","POST /items/:id/discount","—","400 ""Món đã bị void, không thể giảm giá""","","","Checkout"
"Test","TC-CHK-048 - Discount/closed","TC-CHK-048","Checkout","Discount/closed","Medium","Medium","Đơn đã đóng","POST /items/:id/discount","—","400 ""Đơn đã đóng/thanh toán — không thể giảm giá""","","","Checkout"
"Test","TC-CHK-049 - Get intent","TC-CHK-049","Checkout","Get intent","Medium","Medium","Có intent Redis","GET /intent/:tableId","—","200 `{hasIntent:true,intent}`","","","Checkout"
"Test","TC-CHK-050 - Cancel intent","TC-CHK-050","Checkout","Cancel intent","High","High","Có intent TRANSFER/APP","DELETE /intent/:tableId","—","Xóa Redis intent; bàn → SERVING (hủy chờ thanh toán)","","","Checkout"
"Test","TC-CHK-051 - Kiem-mon","TC-CHK-051","Checkout","Kiem-mon","High","High","Bàn có món","GET /table/:tableId/kiem-mon","—","200 pre-bill: items+subtotal+vatTotal+vatByRate+total (không thu tiền)","","","Checkout"
"Test","TC-CHK-052 - VAT save/get","TC-CHK-052","Checkout","VAT save/get","Medium","Medium","staffUp","POST rồi GET /table/:tableId/vat","vatData","Lưu/đọc VAT theo bàn (Redis TTL 3600)","","","Checkout"
"Test","TC-CHK-053 - Latest invoice","TC-CHK-053","Checkout","Latest invoice","Medium","Medium","Bàn đã thanh toán","GET /table/:tableId/latest-invoice","—","200 hóa đơn PAID mới nhất + items","","","Checkout"
"Test","TC-CHK-054 - Latest invoice/none","TC-CHK-054","Checkout","Latest invoice/none","Medium","Low","Bàn chưa thanh toán","GET latest-invoice","—","404","","","Checkout"
"Test","TC-CHK-055 - List invoices","TC-CHK-055","Checkout","List invoices","High","High","cashierUp","GET /invoices","filters","200, hóa đơn theo scope chi nhánh + filter","","","Checkout"
"Test","TC-CHK-056 - Mark paid","TC-CHK-056","Checkout","Mark paid","High","High","cashierUp, invoice UNPAID (công nợ)","POST /invoices/:id/pay","—","200 ""Đã cập nhật...Đã thanh toán""","","","Checkout"
"Test","TC-CHK-057 - Mark paid/404","TC-CHK-057","Checkout","Mark paid/404","Medium","Medium","invoice lạ","POST /invoices/:id/pay","—","404 ""Không tìm thấy hóa đơn""","","","Checkout"
"Test","TC-CHK-058 - List invoices/permission","TC-CHK-058","Checkout","List invoices/permission","High","High","WAITER","GET /invoices","Bearer","403 (cashierUp)","","","Checkout"
"Test","TC-CHK-059 - Redis-down","TC-CHK-059","Checkout","Redis-down","Medium","High","Redis mất","validate-voucher / create-invoice có voucher","—","Xử lý lỗi rõ ràng; voucher lưu Redis nên fail-safe cần kiểm","","","Checkout"
"Test","TC-IRES-001 - Create","TC-IRES-001","Int Reservation","Create","High","Critical","RECEPTIONIST","POST /","`{customer_name,customer_phone,reservation_date,reservation_time}`","201 phiếu PENDING trong chi nhánh của mình","","","Int-Reservation"
"Test","TC-IRES-002 - Create/admin-branch","TC-IRES-002","Int Reservation","Create/admin-branch","High","High","COMPANY_ADMIN","POST / không branch_id","bỏ branch","400 ""Vui lòng chọn chi nhánh"" (resolveBranch)","","","Int-Reservation"
"Test","TC-IRES-003 - Create/scope","TC-IRES-003","Int Reservation","Create/scope","High","Critical","COMPANY_ADMIN chọn branch công ty khác","POST /","branch lạ","assertBranchScope → 403","","","Int-Reservation"
"Test","TC-IRES-004 - Create/validation","TC-IRES-004","Int Reservation","Create/validation","High","High","RECEPTIONIST","thiếu customer_name","bỏ","400 ""Vui lòng nhập tên khách""","","","Int-Reservation"
"Test","TC-IRES-005 - Create/open-hours","TC-IRES-005","Int Reservation","Create/open-hours","High","High","RECEPTIONIST","time ngoài giờ","09:00","400 ""Chi nhánh chỉ nhận khách từ...""","","","Int-Reservation"
"Test","TC-IRES-006 - Create/table-branch","TC-IRES-006","Int Reservation","Create/table-branch","High","High","table_id thuộc chi nhánh khác","POST /","mismatch","400 ""Bàn không thuộc chi nhánh của phiếu đặt""","","","Int-Reservation"
"Test","TC-IRES-007 - Create/conflict","TC-IRES-007","Int Reservation","Create/conflict","High","Critical","Bàn đã có phiếu cùng khung giờ","POST / cùng table+date+time","conflict","400 ""Bàn này đã có phiếu đặt khác trong khung giờ...""","","","Int-Reservation"
"Test","TC-IRES-008 - Create+preorder","TC-IRES-008","Int Reservation","Create+preorder","High","High","RECEPTIONIST, order_items","POST / kèm món","items","Tạo order SCHEDULED gắn phiếu; món lỗi → gỡ phiếu (không rác)","","","Int-Reservation"
"Test","TC-IRES-009 - Update","TC-IRES-009","Int Reservation","Update","High","High","Phiếu chưa terminal","PUT /:id","valid","200; đổi ngày/giờ set `rescheduled_at` (cảnh báo bếp)","","","Int-Reservation"
"Test","TC-IRES-010 - Update/terminal","TC-IRES-010","Int Reservation","Update/terminal","High","High","Phiếu COMPLETED","PUT /:id","—","400 ""Phiếu đặt đã kết thúc, không thể sửa""","","","Int-Reservation"
"Test","TC-IRES-011 - Update/empty","TC-IRES-011","Int Reservation","Update/empty","Medium","Medium","—","PUT /:id body rỗng","`{}`","400 ""Không có dữ liệu cập nhật"" (refine)","","","Int-Reservation"
"Test","TC-IRES-012 - Change status","TC-IRES-012","Int Reservation","Change status","High","High","Phiếu PENDING","PATCH /:id/status CONFIRMED","—","200","","","Int-Reservation"
"Test","TC-IRES-013 - Status/terminal","TC-IRES-013","Int Reservation","Status/terminal","High","High","Phiếu CANCELLED","PATCH /:id/status","CONFIRMED","400 ""Phiếu đặt đã kết thúc, không thể đổi trạng thái""","","","Int-Reservation"
"Test","TC-IRES-014 - Status/NO_SHOW","TC-IRES-014","Int Reservation","Status/NO_SHOW","High","Critical","Phiếu có cọc","PATCH /:id/status NO_SHOW","—","forfeitDeposit — **mất cọc** (không hoàn)","","","Int-Reservation"
"Test","TC-IRES-015 - Status/CANCELLED","TC-IRES-015","Int Reservation","Status/CANCELLED","High","Critical","Phiếu có cọc","PATCH /:id/status CANCELLED","—","refundDeposit — hoàn cọc về ví","","","Int-Reservation"
"Test","TC-IRES-016 - Status/idempotent","TC-IRES-016","Int Reservation","Status/idempotent","Medium","Low","Phiếu đã CONFIRMED","PATCH cùng status","—","Trả nguyên trạng (no-op)","","","Int-Reservation"
"Test","TC-IRES-017 - Status/invalid","TC-IRES-017","Int Reservation","Status/invalid","Medium","Medium","—","status = ""FOO""","invalid","400 (enum)","","","Int-Reservation"
"Test","TC-IRES-018 - Assign table","TC-IRES-018","Int Reservation","Assign table","High","High","Phiếu chưa terminal, bàn đủ chỗ","POST /:id/assign-table","`{table_id}`","200 gán bàn; nếu có preorder → gán bàn cho order SCHEDULED","","","Int-Reservation"
"Test","TC-IRES-019 - Assign/capacity","TC-IRES-019","Int Reservation","Assign/capacity","High","High","Bàn 4 chỗ, phiếu 6 khách","POST /:id/assign-table","như bên","400 ""Bàn chỉ 4 chỗ, không đủ cho 6 khách""","","","Int-Reservation"
"Test","TC-IRES-020 - Assign/conflict","TC-IRES-020","Int Reservation","Assign/conflict","High","High","Bàn đã có phiếu khác cùng giờ","POST /:id/assign-table","conflict","400 ""Bàn này đã có phiếu đặt khác...""","","","Int-Reservation"
"Test","TC-IRES-021 - Assign/branch","TC-IRES-021","Int Reservation","Assign/branch","High","High","Bàn chi nhánh khác","POST /:id/assign-table","mismatch","400 ""Bàn không thuộc chi nhánh của phiếu đặt""","","","Int-Reservation"
"Test","TC-IRES-022 - Check-in","TC-IRES-022","Int Reservation","Check-in","High","Critical","Phiếu CONFIRMED, bàn trống","POST /:id/checkin","`{table_id}`","Bàn→SERVING; kích hoạt preorder (SCHEDULED→CONFIRMED) hoặc tạo order rỗng; phiếu CHECKED_IN","","","Int-Reservation"
"Test","TC-IRES-023 - Check-in/occupied","TC-IRES-023","Int Reservation","Check-in/occupied","High","High","Bàn đang SERVING","POST /:id/checkin","—","400 ""Bàn này đang có khách, không thể nhận khách đặt trước...""","","","Int-Reservation"
"Test","TC-IRES-024 - Check-in/no-table","TC-IRES-024","Int Reservation","Check-in/no-table","High","High","Chưa gán bàn, không truyền table_id","POST /:id/checkin","—","400 ""Cần chọn bàn để check-in""","","","Int-Reservation"
"Test","TC-IRES-025 - Check-in/terminal","TC-IRES-025","Int Reservation","Check-in/terminal","Medium","Medium","Phiếu CANCELLED","POST /:id/checkin","—","400 ""Phiếu đặt đã kết thúc, không thể check-in""","","","Int-Reservation"
"Test","TC-IRES-026 - Check-in/concurrency","TC-IRES-026","Int Reservation","Check-in/concurrency","High","Critical","1 phiếu","2 check-in **đồng thời**","song song","lockForCheckin (FOR UPDATE) → 1 thành công, tránh 2 order","","","Int-Reservation"
"Test","TC-IRES-027 - Check-in/rollback","TC-IRES-027","Int Reservation","Check-in/rollback","Medium","High","Lỗi giữa TX","mô phỏng","—","ROLLBACK: bàn không đổi trạng thái, order không tạo","","","Int-Reservation"
"Test","TC-IRES-028 - Suggest table","TC-IRES-028","Int Reservation","Suggest table","Medium","Medium","deskRoles","GET /:id/suggest-table","—","200, bàn trống đủ chỗ hoặc null","","","Int-Reservation"
"Test","TC-IRES-029 - Alerts","TC-IRES-029","Int Reservation","Alerts","High","High","deskRoles","GET /alerts","—","200, cảnh báo NO_TABLE/CONFLICT/READY/OVERDUE trước giờ hẹn","","","Int-Reservation"
"Test","TC-IRES-030 - Alerts/route-order","TC-IRES-030","Int Reservation","Alerts/route-order","Medium","Medium","—","GET /alerts vs GET /:id","—","`/alerts` không bị `/:id` nuốt (đăng ký trước)","","","Int-Reservation"
"Test","TC-IRES-031 - Stream SSE","TC-IRES-031","Int Reservation","Stream SSE","Medium","Medium","deskRoles","GET /stream","—","SSE push cảnh báo thay polling","","","Int-Reservation"
"Test","TC-IRES-032 - List/filter","TC-IRES-032","Int Reservation","List/filter","High","High","readRoles","GET /?date&status&search","filters","200, lọc theo scope + tiêu chí; search ILIKE name/phone","","","Int-Reservation"
"Test","TC-IRES-033 - List/scope","TC-IRES-033","Int Reservation","List/scope","High","Critical","BRANCH_MANAGER A","GET /","A token","Chỉ phiếu chi nhánh A (buildScopedBranchWhere)","","","Int-Reservation"
"Test","TC-IRES-034 - List/search-SQLi","TC-IRES-034","Int Reservation","List/search-SQLi","High","Critical","—","search = `%';DROP--`","như bên","Parametrized ILIKE, không thực thi","","","Int-Reservation"
"Test","TC-IRES-035 - Get/scope","TC-IRES-035","Int Reservation","Get/scope","High","Critical","Phiếu chi nhánh B","GET /:id","A token","403 (assertBranchScope)","","","Int-Reservation"
"Test","TC-IRES-036 - Cancel","TC-IRES-036","Int Reservation","Cancel","High","High","Phiếu chưa đến, có cọc","DELETE /:id","—","200 CANCELLED + hoàn cọc","","","Int-Reservation"
"Test","TC-IRES-037 - Cancel/checked-in","TC-IRES-037","Int Reservation","Cancel/checked-in","High","High","Phiếu CHECKED_IN","DELETE /:id","—","400 ""Khách đã đến, không thể hủy phiếu đặt""","","","Int-Reservation"
"Test","TC-IRES-038 - Cancel/permission","TC-IRES-038","Int Reservation","Cancel/permission","High","High","WAITER (không deskRoles)","DELETE /:id","Bearer","403","","","Int-Reservation"
"Test","TC-IRES-039 - 401","TC-IRES-039","Int Reservation","401","High","High","—","Mọi endpoint không token","—","401","","","Int-Reservation"
"Test","TC-IRES-040 - UI","TC-IRES-040","Int Reservation","UI","Low","Low","—","ReservationsPage","—","Filter/loading/empty state; cảnh báo hiển thị realtime","","","Int-Reservation"
"Test","TC-IVOU-001 - Create","TC-IVOU-001","Voucher","Create","High","Critical","COMPANY_ADMIN","POST / hợp lệ","percent 20%, min 100k, cap 50k","201 tạo voucher (company_id ép theo user)","","","Voucher"
"Test","TC-IVOU-002 - Create/super-company","TC-IVOU-002","Voucher","Create/super-company","High","High","SUPER_ADMIN","POST / kèm company_id","valid","201 tạo cho công ty chỉ định","","","Voucher"
"Test","TC-IVOU-003 - Create/super-no-company","TC-IVOU-003","Voucher","Create/super-no-company","High","High","SUPER_ADMIN","POST / thiếu company_id","bỏ","400 ""Thiếu company_id cho voucher""","","","Voucher"
"Test","TC-IVOU-004 - Create/duplicate","TC-IVOU-004","Voucher","Create/duplicate","High","High","code đã tồn tại","POST /","trùng code","400 ""Mã voucher đã tồn tại"" (bắt lỗi 23505)","","","Voucher"
"Test","TC-IVOU-005 - Create/validation","TC-IVOU-005","Voucher","Create/validation","High","High","—","thiếu code","bỏ","400 ""Vui lòng nhập mã voucher""","","","Voucher"
"Test","TC-IVOU-006 - Create/validation","TC-IVOU-006","Voucher","Create/validation","High","High","—","discount_type = ""gift""","invalid","400 ""discount_type phải là percent hoặc fixed""","","","Voucher"
"Test","TC-IVOU-007 - Create/boundary","TC-IVOU-007","Voucher","Create/boundary","High","High","—","discount_value = 0","`0`","400 ""discount_value phải lớn hơn 0""","","","Voucher"
"Test","TC-IVOU-008 - Create/date","TC-IVOU-008","Voucher","Create/date","High","Critical","—","end_date ≤ start_date","end<start","400 ""end_date phải sau start_date"" (refine)","","","Voucher"
"Test","TC-IVOU-009 - Create/date-boundary","TC-IVOU-009","Voucher","Create/date-boundary","Medium","Medium","—","end_date == start_date","bằng","400 (yêu cầu `>` strict)","","","Voucher"
"Test","TC-IVOU-010 - Create/date-format","TC-IVOU-010","Voucher","Create/date-format","Medium","Medium","—","start_date = ""2026-07-20"" (không ISO datetime)","như bên","400 ""start_date phải là ISO datetime""","","","Voucher"
"Test","TC-IVOU-011 - Create/boundary","TC-IVOU-011","Voucher","Create/boundary","Medium","Medium","—","per_customer_limit = 0","`0`","400 (min 1)","","","Voucher"
"Test","TC-IVOU-012 - Create/image","TC-IVOU-012","Voucher","Create/image","Medium","Low","—","image_url không phải URL","`""abc""`","400 ""URL ảnh không hợp lệ""","","","Voucher"
"Test","TC-IVOU-013 - Create/image-empty","TC-IVOU-013","Voucher","Create/image-empty","Low","Low","—","image_url = """"","rỗng","201 (cho phép rỗng)","","","Voucher"
"Test","TC-IVOU-014 - Create/XSS","TC-IVOU-014","Voucher","Create/XSS","Medium","Medium","—","name có `<script>`","như bên","Lưu literal, hiển thị escape","","","Voucher"
"Test","TC-IVOU-015 - Create/permission","TC-IVOU-015","Voucher","Create/permission","High","Critical","BRANCH_MANAGER","POST /","Bearer","403 (route authorize)","","","Voucher"
"Test","TC-IVOU-016 - List/scope","TC-IVOU-016","Voucher","List/scope","High","Critical","COMPANY_ADMIN cty X","GET /","Bearer","Chỉ voucher công ty X (ép companyId)","","","Voucher"
"Test","TC-IVOU-017 - List/super-filter","TC-IVOU-017","Voucher","List/super-filter","Medium","Medium","SUPER_ADMIN","GET /?company_id=Y&status=active","filter","Lọc theo công ty + trạng thái","","","Voucher"
"Test","TC-IVOU-018 - Get/stats","TC-IVOU-018","Voucher","Get/stats","Medium","Medium","COMPANY_ADMIN","GET /:id","own","200, kèm issued/used stats","","","Voucher"
"Test","TC-IVOU-019 - Get/cross-company","TC-IVOU-019","Voucher","Get/cross-company","High","Critical","COMPANY_ADMIN X","GET /:id voucher công ty Y","id Y","403 ""Bạn không có quyền với voucher này""","","","Voucher"
"Test","TC-IVOU-020 - Update","TC-IVOU-020","Voucher","Update","High","High","own voucher","PUT /:id","valid","200 cập nhật","","","Voucher"
"Test","TC-IVOU-021 - Update/date-refine","TC-IVOU-021","Voucher","Update/date-refine","Medium","Medium","own","PUT với end_date ≤ start_date","như bên","400 ""end_date phải sau start_date""","","","Voucher"
"Test","TC-IVOU-022 - Update/empty","TC-IVOU-022","Voucher","Update/empty","Medium","Low","own","PUT /:id `{}`","rỗng","400 ""Không có dữ liệu cập nhật""","","","Voucher"
"Test","TC-IVOU-023 - Update/cross","TC-IVOU-023","Voucher","Update/cross","High","Critical","COMPANY_ADMIN X","PUT voucher Y","id Y","403","","","Voucher"
"Test","TC-IVOU-024 - Delete(deactivate)","TC-IVOU-024","Voucher","Delete(deactivate)","High","High","own","DELETE /:id","—","200; voucher → inactive (soft)","","","Voucher"
"Test","TC-IVOU-025 - Delete/cross","TC-IVOU-025","Voucher","Delete/cross","High","Critical","COMPANY_ADMIN X","DELETE voucher Y","id Y","403","","","Voucher"
"Test","TC-IVOU-026 - 404","TC-IVOU-026","Voucher","404","Medium","Low","—","GET /:id id lạ","—","404 ""Không tìm thấy voucher""","","","Voucher"
"Test","TC-IVOU-027 - Assign/customerIds","TC-IVOU-027","Voucher","Assign/customerIds","High","Critical","Voucher active còn hạn","POST /:id/assign","`{customerIds:[1,2,3]}`","200 `{issued:3,skipped:0}`; tạo customer_vouchers","","","Voucher"
"Test","TC-IVOU-028 - Assign/rank","TC-IVOU-028","Voucher","Assign/rank","High","High","Voucher active","POST /:id/assign","`{rank:""gold""}`","Phát cho toàn bộ khách hạng gold","","","Voucher"
"Test","TC-IVOU-029 - Assign/birthMonth","TC-IVOU-029","Voucher","Assign/birthMonth","Medium","Medium","Voucher active","POST /:id/assign","`{birthMonth:7}`","Phát cho khách sinh tháng 7","","","Voucher"
"Test","TC-IVOU-030 - Assign/all","TC-IVOU-030","Voucher","Assign/all","High","High","Voucher active","POST /:id/assign","`{all_customers:true}`","Phát cho tất cả khách","","","Voucher"
"Test","TC-IVOU-031 - Assign/exclusive","TC-IVOU-031","Voucher","Assign/exclusive","High","High","—","POST /:id/assign nhiều tiêu chí","`{customerIds,rank}`","400 ""Cung cấp đúng một trong customerIds, rank, birthMonth hoặc all_customers""","","","Voucher"
"Test","TC-IVOU-032 - Assign/none","TC-IVOU-032","Voucher","Assign/none","Medium","Medium","—","POST /:id/assign body rỗng","`{}`","400 (refine đúng một tiêu chí)","","","Voucher"
"Test","TC-IVOU-033 - Assign/limit","TC-IVOU-033","Voucher","Assign/limit","High","Critical","per_customer_limit=1, khách đã có 1 voucher unused","POST /:id/assign customerIds cùng khách","như bên","Khách đó bị skip (`held >= limit`); `issued` giảm, `skipped` tăng","","","Voucher"
"Test","TC-IVOU-034 - Assign/inactive","TC-IVOU-034","Voucher","Assign/inactive","High","High","Voucher status != active","POST /:id/assign","—","400 ""Voucher không ở trạng thái active""","","","Voucher"
"Test","TC-IVOU-035 - Assign/expired","TC-IVOU-035","Voucher","Assign/expired","High","High","Voucher end_date đã qua","POST /:id/assign","—","400 ""Voucher đã hết hạn""","","","Voucher"
"Test","TC-IVOU-036 - Assign/empty-target","TC-IVOU-036","Voucher","Assign/empty-target","Medium","Low","rank không có khách nào","POST /:id/assign","rank hiếm","200 `{issued:0,skipped:0}`","","","Voucher"
"Test","TC-IVOU-037 - Assign/rollback","TC-IVOU-037","Voucher","Assign/rollback","Medium","High","Lỗi giữa vòng lặp","mô phỏng","—","ROLLBACK toàn bộ (transaction) — không phát nửa vời","","","Voucher"
"Test","TC-IVOU-038 - Assign/concurrency","TC-IVOU-038","Voucher","Assign/concurrency","Medium","High","2 assign cùng voucher cùng khách","đồng thời","—","⚠️ASSUMED: countUnusedForCustomer trong TX nhưng 2 TX song song có thể vượt limit. Kiểm tra, ghi nhận","","","Voucher"
"Test","TC-IVOU-039 - Assign/perf","TC-IVOU-039","Voucher","Assign/perf","Low","Medium","all_customers = 100.000 khách","POST /:id/assign","—","⚠️ASSUMED: vòng lặp tuần tự + insert từng cái → chậm/timeout. Đề xuất batch insert. Ghi nhận","","","Voucher"
"Test","TC-MENU-001 - Create item","TC-MENU-001","Menu","Create item","High","High","COMPANY_ADMIN","POST /menu-items","`{category_id,kitchen_type_id,name,price:50000}`","201 tạo món","","","Menu"
"Test","TC-MENU-002 - Create/validation","TC-MENU-002","Menu","Create/validation","High","High","—","thiếu name","bỏ","400 ""Thiếu tên món""","","","Menu"
"Test","TC-MENU-003 - Create/price","TC-MENU-003","Menu","Create/price","High","High","—","price = -1","âm","400 ""Giá không hợp lệ""","","","Menu"
"Test","TC-MENU-004 - Create/price-boundary","TC-MENU-004","Menu","Create/price-boundary","Medium","Medium","—","price = 0","`0`","201 (min 0 cho phép — món tặng?) — kiểm tra rule","","","Menu"
"Test","TC-MENU-005 - Create/category-invalid","TC-MENU-005","Menu","Create/category-invalid","Medium","Medium","—","category_id không tồn tại","id lạ","400/FK error","","","Menu"
"Test","TC-MENU-006 - Create/permission","TC-MENU-006","Menu","Create/permission","High","High","WAITER","POST /menu-items","Bearer","403 (adminOnly)","","","Menu"
"Test","TC-MENU-007 - Read/permission","TC-MENU-007","Menu","Read/permission","Medium","Medium","KITCHEN","GET /menu-items","Bearer","200 (canRead cho KITCHEN đọc)","","","Menu"
